date,text,rating
2017,"Make sure to get there around 5:30 or you'll end up waiting a long time for a table. My bf and I got these dishes and it was just the right amount of food for the two of us:

* seaweed
* pork belly skewer: a bit oily but super good!
* shrimp ten don: the shrimp was soggy not crispy but everything else was pretty yummy
* corn tempura: I really liked this dish!
* agedashi tofu: really yummy!
* omelet salad
* green tea ice cream: the ice cream is very creamy and comes with a green tea mochi and a red bean thingy that I'm not a huge fan of.",5.0
2018,"Excellent food and service. I've been there twice and both times have been superlative. The sake selection is extensive and service steers you in the right direction with both food and drink. The pickles are delightful, the spiced jellyfish was an unexpected thrill in taste and texture, and I loved the seared spicy cod roe. The chef sashimi platter was a large platter of pristine, jewel-tone fish. The black cod was among the best I've had recently. I wanted to turn my nose up at the corn tempura but instead we ordered it twice...We finished our feast with a simple and comforting ramen dish. Then in a moment of gluttony we ordered the mini kaisen donburi instead of dessert. Then we ordered the sweet potato brûlee as second dessert- great texture, less-sweet variation on the usual crême.

Waddled home in a happy stupor.

Definitely worth reserving, as there were lines out the door. Reservations require $40/person minimum which includes drink.

PS In case you're wondering how this compares to Ippukku, for me Ippuku offers a more sensuous space but I'd give Kiraku the edge when it comes to the food.",5.0
2017,"Seriously the best restaurant meal I've ever had in my life. Beef tongue skewers, steamed snapper head, tsumami starters (takowasabi!!!), were HEAVENLY.

The reservation via phone was not so responsive (they called me back the next day) but it was well worth it. Service was brisk and efficient.",5.0
2018,This place does not follow their waitlist fairly. People who had barely arrived kept getting seated in front of us for no apparent reason (they did not have reservations). Do not come here if you want to wait almost 3 hours. We left after 2 hours and 40 minutes of waiting and watching people shamelessly cut the people on the waitlist.,1.0
2017,"This is a MUST TRY! I've been here several times on different occasions within the years and they never disappoint! So far my favorites are the Canadian Black Pork Kukuni (something along the name of that) and their Foie Gras on the daily menu with grilled rice and mushrooms. They have a staple menu but I highly suggest exploring their changing daily menu!

The place may have a long wait but it's worth it. Last time I went we has reservations which made it even better! Please keep in mind there's a minimum for reservations but it's very easy to get to that limit!

Thank you Kiraku for making my birthday and anniversary such a wonderful experience! Actually it's always a great experience!",5.0
2017,"Easily a 5 star--the best Japanese restaurant in the Bay Area. My friends and I had to wait for an hour and a half to eat here, but it was definitely well worth it.

PROS
* amazing selection
* every dish tasted fresh and delicious
* every dish that they brought out had their own unique taste and identity to it. When you eat it together, the tastes compliments each other
* I personally don't like eating raw fish, but their salmon sashimi was extremely appetizing
* staff was very friendly. You don't feel forgotten even if the restaurant is busy
* one of the best experiences we've had in a Japanese cuisine
* highly recommend if you aren't afraid to spend money on high quality Japanese tapas

My recommended dishes
--garlic edamame, agedashi tofu, salmon sashimi, ramen, wagyu beef tataki, kimchi with pork belly, blue fin tuna cheek steak",5.0
2018,"Good food.  Good sake list.  You almost can't go wrong.  If you know the owner, like the table next to us, you can do as you please and stay as long as you like.  If not you can pay $100 and be asked to leave a few minutes after your hot tea has arrived so they can serve the next customer.  That's how this place rolls.",3.0
2017,"Tucked away on Telegraph, it's hard to miss Kiraku because there is always a large group of people waiting outside! The inside is tiiiiiny - so the tiny tables are super close together to seat people.

Service is great - because they're trying to get you out quickly, they are super responsive and helpful. Food comes out fairly quickly.

The yummms:
-Grapefruit yogurt ice cream (10/5): that's right - save some space because you will want to be eating this light, tart, amazing ice cream.
-Corn Tempura (5/5): what?! it's a hunk of kernels of corn, fried, topped with a mysterious green tea salt.. it's amazing.
-Oyakodon (5/5): my absolute FAVORITE. Smooth egg, juicy chicken, perfect rice.... mmmm.
-Fried garlic (4/5): super good, these are literally cloves of garlic fried. The miso sauce on the side is pretty good.
-Black pork belly skewer (4/5): also amazing, well cooked, and flavorful
-Yuzu udon (2/5): not my favorite broth, it has a weird window cleaner after taste because of the yuzu citrus",4.0
2019,"Amazing food! Some of the best food I've ever had in my LIFE. Small restaurant, so definitely  utilize the waitlist feature on Yelp.",5.0
2017,"The wait here is insane. I got here at 5:30pm on a Sunday when they opened but was already late for putting my name down as there was already a line. We didn't get seated until 7:45. We were also asked if we could finish in 30 minutes because there were still a tremendous amount of people waiting. I noticed one guy got guaranteed seating even though he wrote his name down pretty late after us just because he was one of those demanding snobby customers with an attitude, so they put him ahead of people for the time he was promised. But anyways, the food here was pretty good. We got the salmon carpaccio, 5 kinds sashimi of the day, roasted angus beef tongue, mini donburi, wagyu beef tataki, and Wagyu nigiri with uni. I enjoyed everything we got except for the roast beef tongue, was kind of salty, had no other kind of flavor to me and I just didn't like the texture of tongue in general. The salmon carpaccio was amazing and was probably my favorite for the night. The sashimi was super fresh and unique, I tried fish I've never had before like red snapper, etc. The donburi was nice, you could taste the quality and freshness of the ingredients. Overall, this dinner flavor wise was top notch, but for the value and worth I'd wouldn't come again unless it's for a very special occasion. Next time I would also get a reservation. Don't even worry about their $100 minimum or whatever you're gonna hit it trust me. I really enjoyed the coziness of this little restaurant though, and plus we managed to finish within 30 minutes like they asked. Our bill came out to be around $120 for two people which is pretty pricy for me. If you're considering trying this place, I would also consider looking into gochi Asian fusion tapas in cupertino because that's where I'll be headed to for my next tapas place! Peace.",4.0
2017,"Definitely on the pricey side but worth it! It's one of my favorite sushi restaurants in Berkeley. I've been here several times and my favorite items to order are the tempura corn (served in 2 peices), roasted duck kiraku style, the sashimi, and the jumbo squid. I've tried the ramen as well as the Yuzu Udon but I wasn't super impressed by it. It was a little bit plain and the flavor was alright. For drinks, I recommend the Capico Chuhai, fuji apple sake and the Oolong Chuhai. The service was great and the waitress always came by to ask if we needed anything. Overall a great experience, but be prepared to wait at least an hour or so on a Friday night. If you are really committed to coming here, I suggest making a reservation beforehand to skip the line. I wish I had known this before waiting!",5.0
2015,"Exotic food in an unexpected location.

Who would think that in the middle of run of the mill Telegraph Avenue would be a food-lovers mecca? Kiraku has an amazing selection of Japanese style tapas and flights of sake. From corn fritters to grilled octopus. The selection is amazingly diverse. The prices are reasonable. There is no point in writing a long essay about the amazing fare. Visit Kiraku and see yourself.

The wait can get long, so get their just before dinner time for prime seating. There is a sign-up sheet at the door. Reservations are available and advisable if you plan on the full izakaya experience.",5.0
2015,"This place is so good!! Almost wanted to give it 5 stars. The food is pretty bomb and amazing, and I haven't even tried the sashimi yet.

Top 3:
1. WAGYU BEEF - 5 stars. One of the favorites. Fresh raw beef...may be a bit scary, but tasted so good. Amazing
2. FOIE GRAS w/ DAIKON - 5 stars. Prob my favorite!! Love love love foie gras, and the sauce that came with it complemented it very well
3. BAKED SCALLOPS - 4.5 stars. Only giving it 4.5 stars because I think 5 is when scallops are fresh and perfectly pan seared, but this dish baked with pistacio toppings was no doubt extremely good.

Pretty good:
4. CORN TEMPURA - 4 stars. Very interesting! Crunchy corn with tempura batter.  Must get
5. BUTA KIM - 3.5 stars. More like a korean dish than japanese. Wish there were more pork
6. PORK BELLY SKEWER - 4 stars. Can't go wrong with pork belly
7. GREEN APPLE SAKE - 4 stars. Sweet and flavorful! Very light in alcohol though, but a delicious drink nonetheless

Good/ok:
7. YAKI DON - 3 stars. The bonito flakes were moving!!! I was amazed haha. This dish was kind of like stir-fried udon with sauce. It was good, though compared to the other dishes, wasn't a highlight (other than the bonito flakes moving of course).

NOTE: For reservations, they require you to have $30 worth of food each person plus 1 drink. It can easily be done though since they're small plates that add up.

OVERALL: I'd definitely come back again! With all of that it came out to be around $50+ each person. Worth it though!",4.0
2017,Authentic Japanese food.  Everything was good. The only down side is you have to order a minimum of $40 per person if you make reservation.,4.0
2015,"Kiraku, kicks, ass, man!
The lady and I spared no expense in trying everything that we could... We were left wanting to try so much more, but our bellies were surely at 120% capacity.

Pro's:
- Food is stellar
- Very fresh cuts of meat and fish (beef tongue, tuna & salmon...)
- You get what you pay for
- Diverse array of choices

Con's:
- Can be a very long wait if you walk up at the wrong time; call in to reserve (you'll be so thankful you did, rather than being next in line and have four parties show up right in time to get seated before you).
- Service can be choppy, but they are very friendly and helpful with suggestions.

Parking wasn't too bad on a Thursday late evening, but could probably get pretty tricky.",5.0
2016,"TLDR: High end restaurant that is absolutely worth everything you pay. Make sure to try the sake sampler.

Came here with the BF for a date night. I had mixed hopes for this place because I love Japanese food but I hate tapas places. I've gotten pretty cynical about tapas lately because all of the ones I've tried have been nothing more than average food with high price tags.

Luckily, we got there ten minutes or so before it opened because we wanted to make it to a 7pm movie showing. There was already someone waiting when we got there, and by the time the place opened at 5:30, there were 4+ groups waiting. There was limited table space inside, but we were able to get a seat with the first batch of customers. So far, it seemed pretty promising.

We decided to order a sake sampler, a few appetizers and a ramen to share.
Sake Sampler: Don't remember the exact name, I just know that I picked the one that had Sakura in the title. The sake was amazing, it had a floral taste to it that blended really well with the rest of the sake flavors. I'm usually to cheap to get alcohol with my meal but I'm definitely going to get another sampler next time I come here.

Mackerel: Really really good. I hear the mackerel can be really hit or miss, but I've been lucky because the few that I've tried have all been pretty good. This dish was no exception, the fish was amazingly fresh and didn't have overwhelming fishy taste that most mackerel have. The presentation was also amazing, the fish was cut into thin pockets and they gave you finely cut ginger, scallions, and wasabi that you could stuff into the fish pockets. The overall flavor was awesome and provided an interactive way to eat your food without being gimmicky.

Eggplant: Very whatever, not bad but not great. I think this was the most generically ""Tapas"" dish we tried there, probably won't waste stomach space on it next time.

Pork Belly: I didn't eat this but one ($3?) skewer was enough for two people to taste. Since it was so cheap, we thought it would be just one or two small cubes of meat, but the skewer actually came with four sizable strips. They have quite a few different meat skewers all around the same price, so you could order one of each and have enough for four people to sample.

Ramen: We ordered this mostly to fill up and it did what it needed to. The dish was cheap and filling. The noodles themselves were really springy which we loved, but the broth was a little plain. We might try a different entree next time, but it's a good dish to order if you want to fill up a little without spending a lot on just appetizers.

Overall, the food was really good and the pricing matched. I loved that you get exactly what you pay for here. You don't leave feeling like you got scammed paying a premium for pretty looking food that doesn't really taste all that great.

P.S.: This might be weird, but I thought their bathroom was really cool. Check it out between sake shots.",5.0
2015,"I've had to pleasure to eat here a couple times despite its price range. I'm a college student after all! Most of the clientele are people who are already working full time, so you don't see many students.

Below are the items I always order over again:

Items to order:
Corn tempura
Buta Kim
Fresh squid
Pork and beef skewers
Green tea Mochi ice cream

The yuzu udon was okay but it's good to order it if you wanna actually be full here (due to its relatively larger portion size) and not spend $50 per person

This is on par with Ippuku in downtown Berkeley.",5.0
2018,"Izakaya is a better description than tapas. Everything was tasty. Corn tempura, fried sweet goodness. Chawanmushi, egg custard is so creamy and smooth. The skewers were all good. Pork belly, beef tongue, and a lamb skewer from the daily menu. Yuzu mochi, OMG this is awesome. Citrus mochi with a coconut cream filling. Can't wait to go back!",5.0
2018,Really good food. My favorite is the corn tempura and the sashimi platter. Waited 45 mins on a Wednesday night.,4.0
2017,"Delicious and great service
Very courteous service prompt service.
We enjoyed our food so much!! Will be back to try more dishes. Too full now",5.0
2017,"Originally, this review would have been 5 stars, but the bathroom wasn't very nice and taken care of. And when i say very, I mean VERY.

Pros: Service is pretty good (considering that there wasn't a huge amount of staff and the restaurant was pretty small. They gave us hot towels to clean our hands, which was pretty cool. The food was really really good, like it belongs in a 5 star hotel. The decor was nice. They presented the food very nicely. They even put the tempura in a little basket! Adorable (* '.' *)

Cons: Sometimes the service was a little slow, but the quality of the food  makes up for it. The food itself was pretty small and expensive for size, but for quality ok I guess. Like one skewer was $6. And it wasn't very big. Also, the wait. It took more than a hour for a 3 person party. The restaurant is pretty small, so I understand, but still....
This place is great otherwise.",4.0
2017,"Wow. Wonderful. Don't let the shabby facade fool you. This place is really good.

Also, try Asahi Super Dry on draft.  Very cold, yet smooth and dry. They bring it to you in a cold glass, with top 20% foamy.  Put your nose close to the foam, you can feel the little bubbles popping and smell the bitter hop.  Be sure to finish the first glass in one lifting. Do not take your lips off until you can safely put the empty glass over your head upside down.",5.0
2018,"The Japanese ambience is evident as soon as you step inside and really adds to the dining experience. I liked that they have a variety of Japanese food on their menu instead of just sushi. The roast duck appetizer was my favorite dish by far! They also have a variety of flavored sakes which are worth a try. Overall, portion sizes were great but the waiting time to get a table was incredibly long so would definitely recommend making a reservation!",4.0
2016,"Just exceptional.... everything! Service is impeccable.
Creative and truly inspired food!
(This from a self proclaimed food snob.)",5.0
2018,"very good food. everything we ordered off the menu has been excellent. however, the place can get really loud and over crowded. service is ok.",3.0
2017,Really cramped restaurant and crazily packed. Food here is really good but not worth the price at all. Came out of the restaurant still pretty hungry because we didn't want to spend anymore money. Get the giant squid beef tongue and pork belly skewers. Giant squid is probably the biggest dish you can order. Corn tempura is also interesting but in the end it's just corn. Curry fried fish was too salty for me but my brother said he enjoyed it. Chicken karage also really good. Big chunks of meaty chicken. Skip the duck and pesto udon. Pesto udon was interesting to try but again salty and way too heavy tasting. Service is REALLY attentive...they kicked us out right after we paid to allow other guests to be seated. LOL. But they refilled waters multiple times and food came out pretty quickly one right after each dish. Good food with good presentation just wish I had the money to spend.,4.0
2017,"The restaurant seemed pretty small and the number of people on the waitlist seemed quite long when we got here. However, we were seated rather quickly. Every dish was flawless and was SO delicious! And their homemade dessert was out of this world. One of the best places we've ever been. Definitely worth it. The staff was super friendly and kind. I would totally recommend this place, it is a MUST eat.  I would give more than a five if I could.",5.0
2016,"Looks like Kiraku is making a noble effort to emulate the authenticity of a Japanese izakaya. In Japan, an izakaya is a drinking pub and tapas style food is served to complement the libations. In the US, izakayas are better known for their food, as it is common to see families with young children partaking in the experience. Drinking has taken a backseat and understandably so with our strict DUI laws. Back to Kiraku! They require you to spend at least $30 (per person) on food and alcoholic beverages whenever you make a reservation. We did have a reservation and when we requested only tea and water to drink, the server literally coerced us into ordering drinks even if they were non-alcoholic! I wasn't too sure this was a genuine effort on their part to promote the concept of izakaya or it looked like an underhanded way to guarantee a minimum $ amount from those who have reservations!

Anyway, we weren't too upset as the food more than compensated for any ruffled feathers.  We were each given an oshibori (warm towel) as we sat and that is becoming a rarity. We kicked off the evening with sashimi. Sashimi is usually a good opening act to any izakaya meal. Its delicacy would be upstaged by the savoriness of dishes that followed. The server claimed that their sashimi was the best in the Bay Area although I found that hard to swallow! In less than 5 minutes....Tadaaa! 10 beautifully sliced and elegantly presented fish ($32 chef's choice) were placed in front of our eyes! The fish were more than a step up from the conventional maguro, hamachi and shake. There were 2 slices each of shima aji (striped horse mackerel), hon maguro (bluefin tuna), kurodai (black sea bream), kinmedai (golden eye snapper) and Hokkaido scallops. We savored the pristine freshness and natural sweetness of each fish. Were they the best? They were excellent no doubt but I wasn't convinced they were the absolute best. (5/5)

Some of the memorable highlights of the evening included:

1. Corn Tempura or Kakiage ($5) was crunchy, addicting and of course using our good ol' American corn! The corn kernels were clustered in a batter and deep-fried. The green tea salt sprinkled on top would allow the delicate aroma to come through leaving a subtle saltiness and sweetness in my tongue. Savor the thick but light cake flour tempura. Get this! (4/5)
2. Grilled Black Cod in Sake Lees or Gindara Saikyo-yaki ($15) is an all time izakaya classic and also a favorite of mine. The black cod was well marinated with the right amount of miso and sake to produce a wonderful juxtaposition of umami. With masterful grilling, the buttery fish and its melt-in-your-mouth quality further accentuated the taste. Chances are the black cod were from off the Alaskan waters. (4/5)
3. Ayu shioyaki, a Japanese river trout or sweetfish grilled in salt, is prized for its distinctive, sweet flavor. The skin was crispy and the flesh was delicate, juicy and firm but not mushy. To a Japanese, the innards were the real delicacy with a slightly bitter taste. Don't even hesitate to grab this fish, as they're seasonal and rarely available. (5/5)
4. Uni and Ikura atop yuba (tofu skin) spoons ($12) provided an interesting contrast between saltiness (from the ikura, the salmon roe) and sweetness (from the uni) all in one mouthful. The silken yuba like uni was velvety but bland in a good way. As far as I was concerned, this was a fitting dessert and a decadent one too! (4/5)

Yakitori was a noticeable omission in Kiraku's menu that was OK by me as I am not a huge yakitori fan. It is certainly one of the better izakayas that had sprouted all over the Bay Area in recent years. Servers were all Japanese that spoke perfect English, knowledgeable in Japanese cuisine and most of all attentive, friendly and helpful. Décor was not much to talk about but the vibe, the servers and food transported me to a make believe izakaya experience in Japan.

Gochisosama deshita! (Thanks for the meal)",4.0
2016,"Before I start this review I should point out that I'm not into raw seafood, it wasn't until 3 months ago that I was finally able to eat a whole piece of salmon sashimi.

This restaurant is tiny, so as a group of 7 we knew we had to wait for a table. What we didn't know is we would have to wait 2.5 hours!! The lady that worked the seating kept letting groups of 4 pass us instead of just connecting two tables and adding an extra chair. So frustrating! 30 minutes before FINALLY sitting down the lady came out and took our orders. The group ordered a tower of asahi and that was ready before we were. They should start thinking of expanding to a bigger location.

When we finally sat down, they gave us a grilled jumbo squid on the house for the long wait. That was a nice gesture. I grew the courage to try a piece. This was the first time having squid with still an outer layer of skin, it was squishy with a bit of toughness but had such great flavor! And then one by one our orders started appearing. My boyfriend and I had ordered the corn tempura, rock shrimp ten don, bluefin tuna cheek meat steak, and sashimi 5 piece (minimum two order).
-corn tempura was too oily
-rock shrimp ten don was average
-bluefin tuna cheek was DELICIOUS, if I could I would eat that all the time!!! Literally melts in your mouth
-boyfriend says sashimi was very fresh

From the other plates that the group ordered I thoroughly enjoyed the chicken karaage! They also ordered (4 orders to be exact) of the beef intestine skewer. The smell itself was phenomenal but I had no desire in eating intestines. That is definitely a must try for anyone who doesn't mind eating intestines lol.

I do not appreciate the restaurant having a minimum spending limit per person, what if I want to come for lunch and only order ramen? Ugh.

For a group of 7 the bill came out to $310.

7/10 for people who do not enjoy so much raw food",4.0
2017,"This place is very small, and very loud, I enjoyed certain parts of the meal but some I did not.
This was my first time trying this kind of food the saucy are very...different. Someone who likes a lot of flavor would love this place, I'm a very simple flavored person so my opinion is going to be biased of course, the service was good though which is more than I can say about a lot of other places I've eaten",3.0
2017,Super expensive but super tasty. Grilled skewers are awesome and also grilled squid and roasted Angus beef tongue!,5.0
2015,"I came here over the summer on a weekday evening - it was still packed with people and we still had to wait 30 minutes for seats for a party of 2 (clearly, they are very popular!). They are an izakaya so they serve small snack-like dishes rather than meal sets for dinner (usually alongside some form of alcohol). It's a very very small store front, so large groups will likely need to wait for a while (and you'll be seated very closely to other patrons). Also, because most people are slightly inebriated, it gets quite loud in there.

If you don't frequent izakayas, feel free to ask the waiters/waitresses for recommendations - they're quite friendly and happy to suggest dishes to you (especially if there are any seasonal specials). We ended up ordering a bunch of dishes to share including: salmon sashimi, wagyu beef tataki, osaka style taro potato, maze gohan, and yuzu mochi.

Sashimi was very fresh - definitely recommend (but cost $14 for 6 pieces)! Wagyu was also super tender and basically dissolved in your mouth. The taro potato was interesting, but not my favorite - a bit too starchy for my tastes. Maze gohan was salmon pieces with ikura (salmon roe) mixed into the rice. This was more like a meal-style dish and was a solid dish. We finished off with yuzu mochi which was soft, tart and delicious!

I definitely recommend this place, but make a reservation if you can because the wait is a bit unbearable considering they don't even have room for you to stand inside while you wait. The food is very fresh, unique and of a great quality, but sometimes a bit on the pricier side.",4.0
2017,"Kiraku is definitely one of my favorite restaurants in Berkeley, which I'm not surprised by after seeing the long lines. The best wait times I've encountered are at the beginning of dinner. They open at 5:30PM but I usually come at 5PM and wait (30 minute wait is much better than the 1+ hour waits I've had before). The restaurant itself is small and cramped so it seems like big groups might be difficult.

The menu here is very expansive and here are some of my favorites out of the ones I've had.
+YUBA: Spoon full of delicious seafood of uni, fish eggs. Tastes like the ocean if you're into that!
+CORN TEMPURA: Super crispy and slightly sweet corn, which goes really well with the salt. I'm not sure if I can taste the green tea salt but it's delicious nonetheless. Surprisingly light for all of its fried-ness.
+CARTILAGE: The texture might not be agreeable with everyone but this is delicious with some lemon. It's a little crunchy on the inside but would recommend if you're feeling adventurous!
+NASU MISO: This is delicious, especially for eggplant lovers. The eggplant itself is really soft and it contrasts nicely with the miso glaze on it.
+ROASTED DUCK: The meat is tender and soft, though I might be partial to this one since I love duck.
+JUMBO SQUID: Surprisingly soft (I've had a lot of chewy/stringy squid before) and my favorite parts are definitely the slightly crispy legs and top part of the head.
+SWEET POTATO BRULEE: The texture isn't quite creme brulee (it's a little thicker) but it tastes like sweet potato and the crispy sugar is delicious with it.
+YUZU MOCHI: I might be partial to this one because I love yuzu (citrus fruit) but it was a light and refreshing dessert after all the food!

There's still so many dishes I want to try here and I can't wait to come back to try them. All in all, delicious small Japanese tapas that are great to share (maybe with only 1 other person so you can eat more).",5.0
2018,"If you patiently wait for your table, ours was a 45 minute wait, the food and the service is definitely worth it! I brought snacks, so I didn't get hangry. A lot of folks just left, but there still was a long line. The food is worth the wait!!",5.0
2018,"Definitely one of the best Japanese tapas places in the Bay Area.  Prices are reasonable for the quality and service.  My first experience here was so so, but I just didn't order the right items.  I've gone back a few more times and it hasn't disappoint.  The only downside is the long wait if you do not have reservations.",4.0
2016,"I never get bored of Kiraku because it delivers a truly genuine yet modern izakaya experience. The ingredients used in this restaurant are extremely high quality and are used harmoniously in all the dishes. I love the special menu items because they are always so interesting, experimental, and hard to find elsewhere. Today, I ordered a squid dish off the special menu that was absolutely delicious and novel to me. The squid and its ink were very hearty, and the fresh cilantro was a great addition to the dish. The sashimi was amazing as per usual, and the cucumbers to the moro q were perfectly crispy. They've started to offer beers from Coedo brewery that have banana/clove accents, which paired well with all the different dishes we ordered. The roasted tea blanc-manger is a must try if you like tea flavors in your desserts.

Expect to wait at least 45 minutes in line. You can entertain yourself by visiting many nearby shops, including a dispensary next door. The long wait is definitely worth it-- Kiraku does not disappoint!",5.0
2018,Do not go here....... cause then the wait is longer! :) this place has terrific food and service os phenomenal! Sooooo many choices. The only good thing i guess is the waiting time and that the place can get a little small for some.,5.0
2016,"My friend and I came here on a Friday night. We put our names down around 7:30PM and were seated at approximately 8:10PM - Kiraku prides itself on creating an enjoyable experience for its customers, so slow dining is very common and the long wait is a testament to the quality of the restaurant. We pored over the menu and decided on a number of items:

Pros:
-We started off with two spoons of YUBA, ROE, and UNI. I forgot the exact name of the dish, but it was on Kiraku's special seasonal menu. My friend and I both knocked it back in one go, and exchanged the same astounded look. I personally don't like raw seafood very much, but the combination of buttery uni, refreshing roe, and sweet yuba was enough to make me happy
-We asked our waitress for a recommendation from the grilled menu, and she promptly pointed us to the GRILLED COD plate. The cod was soft and tender, and it came with a tasty sweet soy-like sauce
-My favorite dish of the night was the SLOW COOKED KAKUNI PORK. I'm not sure if that was the exact name of the dish, but just ask for Kakuni pork, if anything. Four large slabs of tender pork were bathed in a mixture of oil and sauce and topped off with a perfectly soft-boiled egg. I'm not even sure how to describe the pork in words - it was so good that I laughed for a good 5 minutes after my first bite
-I revisited an old favorite of mine, the ROCK SHRIMP TEMPURA, and it was as good as I remember. Battered, drenched in Japanese mayo, and topped off with green scallion, the shrimp was the perfect combination of sweet, savory, and crunchy
-We concluded our meal with the YUZU MOCHI dessert. The mochi itself was flavored with yuzu, a hybrid of lemon and orange, and stuffed with a sweet, creamy coconut filling. A delicious ending to a great dinner!

Cons:
-The SEA BASS CARPACCIO, also from the special menu, was very subpar. The bass was a bit too fishy, and I think I only enjoyed the dish because it was drenched in sesame oil and scallion",5.0
2018,"I would have given five if I went there just once. I went again after a week and the honeymoon was already over. surprisingly after couple of orders, I ran out of things to get. My favorites were 1)beef tartare 2)grilled tuna jaw 3) grilled squid. All the skewers were decent and sashimi was just ok. My least favorite was fried garlic.",4.0
2017,"friendly staffs and awsome foods. The quality of the sashimi will be the best in bay area.
my father loved daiginjo sake sampler and todays special shirako tempura.",5.0
2018,One of our go to Japanese restaurants that we enjoy when we have a small celebration. Fresher fish than most places in the east bay.,4.0
2015,"4.5 stars and 430 reviews on yelp? How could this be?

And yet, it really was that good! The place is tiny, with barely any room to walk to your table. There aren't a lot of tables inside, and of course all the tables are very small, and as expected there is a wait outside, and the wait is loooonnng (2 hours).

But alas, it's all worth it. The price is a bit steep, and the portions are small, but taste excellent! The grilled squid had a smokey flavor, with a very interesting / refreshing dipping sauce. I've never tried ""corn tempura"" anywhere else before, and never knew it could taste so good! Crunchy, juicy, and yet not oily.

The buta kim was ok. The foie gras diakon was insanely good! The richness of the foie gra really complements the cleansing neutrality of the daikon underneath. The salmon roe, coupled with the uni, was extremely good--if you leave the entire spoon of goodness in your mouth for a while, before biting down, you can taste the different flavors of goodness in the mix. The mochi at the end was also excellent--soft, not too cold, and melts in your mouth.

The decor inside is not flashy, but has a home-y vibe. The wait staff are also all very friendly.

Overall, a worth the 2hr wait!",5.0
2016,"I can't emphasize how much I am in love with this place. Just be prepared that without reservations, you might ended up waiting ~2 hours before you get seated since it is a pretty cozy Izakaya. Service always incredibly good. Food never fails me. I am a all time Japanese food addict and I am telling you all that this place is a MUST.

I ordered this peach sake this time and it is really delicious. Food wise, I would never miss out their Yuba and Beef Tongue (either Skewer or Seared). I have almost tried all of the dishes on the menu and just can't tell you what not to order. Everything has been beyond expectations. Just enjoy!",5.0
2017,"One of my favorites! Always get some from the specials--so fresh. They're wagyu beef tataki is the best I've ever had (and I've lived in Asia a long time). Wrap some of the onions, ginger and ground radish and let your mouth experience the wonderfulness! Their suzuki sashimi? Or tataki was great too. So refreshing and flavorful! Corn tempura a must as usual.",5.0
2015,"I think if I were more adventurous Kiraku would be a 5 star restaurant. But i'm not haha. I ordered the beef tongue skewers, the pork belly skewers, black snapper sashimi, corn tempura, chicken karaage, jumbo squid, and hokkaido scallops.

The chicken karaage was extremely underwhelming. I'm not a fan of being able to taste pieces of fat in my fried chicken, so I really did not enjoy this dish. However, it was fried really well, and the lemon they included was a nice addition. I also though the pork belly skewers were surprisingly dry (considering how much fat pork belly was). I'm not sure if this is just a one off, but I'm pretty sure they were overcooked.

The jumbo squid was my second favorite. It comes with this yummy mayo, and the squid is cooked perfectly. The tentacles were extra delicious because the teriyaki seasoning coated all sides. Whereas the body of the squid needed the mayo. While I didn't enjoy the texture of the beef tongue, it was seasoned so well. For the brief amount of time I could stomach the spongeyness, my taste buds were very happy. The hokkaido scallops were AMAZING. I have to admit that one of the pieces wasn't as tender as it should have been, but the seasoning is on point and scallops have always been a favorite. Corn tempura definitely was worth the hype, and the black snapper sashimi was a treat, but not very different from the sashimi you could get from other Japanese restaurants.",4.0
2017,"My highest rating for a great non - Michelin Star restaurant is 4 stars and this place well deserves it. It's a small place.. so 5 of us, with a long sign up sheet and a good amount of people standing outside already waiting, we nearly backed out.. good thing we didn't, because the turnover was pretty fast. Everything was great.. the Corn Tempura we started with was interesting, not bad but I can do without, same goes for the Dried Sandfish, although the wife enjoyed it. Everything else that followed.. I'd eat all day long. Suzuki Carpacio, the Yuba Spoons, Rock Shrimp Tempura, Foie Gras Poele, Saba Shio, and the mixed Sashimi, which was Off The Menu but they're more than willing to prepare one at varying price points. Definitely, going back.",4.0
2018,"Fairly pricey but one of the best spots in Berkeley hands down! The sashimi is a must try, tastes like it came straight from the ocean. The wait can get long especially around peak dinner hours bc the restaurant is small and people tend to take their time so plan ahead but definitely worth it.",5.0
2018,"I love this place sooo much! Good and fresh seafood. Never miss the Yuba and Grilled Squid and they are my favorite. Also, sake there are good. I like the plum sake the best. It is not very strong and with sweet and sour taste. Very fresh!",5.0
2017,"The plates (and for that matter the restaurant) might be small, but they more than compensate in taste. Impressively broad selection of both dishes and sake. I particularly enjoyed all the fried options that I tried, and the jellyfish (which, if you're wondering, does not have the texture you'd expect from its name/appearance).

Definitely make reservations though - while it was worth the hour and a half wait, I imagine it would've been even better without it.",5.0
